taxon	rank	direction	p	q	median_case	median_control	mean_log1p_case	mean_log1p_control	prevalence_case	prevalence_control	rank_biserial	in_bugsigdb	bugsigdb_direction
sulfurospirillum	genus	increased	0.0	0.0	0.0	0.0	0.000339	0.0	0.285714	0.0	0.285714	False	
faecalibaculum	genus	decreased	0.0	0.0	0.0	0.003232	0.0	0.009684	0.0	0.528	-0.528	False	
roseburia	genus	decreased	0.0	0.0	0.349087	1.632744	0.501381	0.957465	1.0	0.988	-0.600082	True	decreased
ruminofilibacter	genus	increased	0.0	0.0	0.0	0.0	0.001099	2.9e-05	0.295918	0.004	0.29098	False	
barnesiella viscericola	species	increased	0.0	0.0	0.0	0.0	0.000694	0.0	0.27551	0.0	0.27551	False	
dok59	genus	increased	0.0	0.0	0.0	0.0	0.000772	0.0	0.27551	0.0	0.27551	False	
dehalobacterium	genus	increased	0.0	0.0	0.0	0.0	0.001477	0.000361	0.44898	0.052	0.381878	False	
acinetobacter	genus	increased	0.0	0.0	0.000221	0.0	0.001727	0.000667	0.5	0.068	0.404694	False	
pigmentiphaga	genus	increased	0.0	0.0	0.0	0.0	0.000431	1.1e-05	0.285714	0.004	0.280898	False	
cellulosilyticum	genus	decreased	0.0	0.0	0.0	0.000243	0.0	0.011869	0.0	0.504	-0.504	False	
enterobacter pyrinus	species	increased	0.0	0.0	0.0	0.0	0.000883	0.0	0.265306	0.0	0.265306	False	
porphyromonas endodontalis	species	increased	0.0	0.0	0.0	0.0	0.000186	0.0	0.265306	0.0	0.265306	False	
anaerobaculum	genus	increased	0.0	0.0	0.0	0.0	0.000249	0.0	0.265306	0.0	0.265306	False	
janthinobacterium	genus	increased	0.0	0.0	0.0	0.0	0.000302	0.0	0.265306	0.0	0.265306	False	
lysinibacillus	genus	increased	0.0	0.0	0.0	0.0	0.000266	0.0	0.265306	0.0	0.265306	False	
tepidibacter	genus	increased	0.0	0.0	0.0	0.0	0.000637	0.0	0.265306	0.0	0.265306	False	
papillibacter	genus	decreased	0.0	0.0	0.0	0.008068	0.000205	0.013645	0.22449	0.628	-0.543755	False	
caldicellulosiruptor saccharolyticus	species	increased	0.0	0.0	0.0	0.0	0.000479	0.0	0.255102	0.0	0.255102	False	
clostridium maritimum	species	increased	0.0	0.0	0.0	0.0	0.000614	0.0	0.255102	0.0	0.255102	False	
sufflavibacter maritimus	species	increased	0.0	0.0	0.0	0.0	0.000521	0.0	0.255102	0.0	0.255102	False	
sufflavibacter	genus	increased	0.0	0.0	0.0	0.0	0.000521	0.0	0.255102	0.0	0.255102	False	
brevibacillus	genus	increased	0.0	0.0	0.000457	0.0	0.000847	0.000727	0.561224	0.1	0.418327	False	
anaerofilum	genus	increased	0.0	0.0	0.00982	0.0	0.016053	0.003406	0.77551	0.328	0.513959	False	
pseudopedobacter	genus	decreased	0.0	0.0	0.0	0.0	0.0	0.010161	0.0	0.472	-0.472	False	
pseudoalteromonas porphyrae	species	increased	0.0	0.0	0.0	0.0	0.000533	0.0	0.244898	0.0	0.244898	False	
pyramidobacter piscolens	species	increased	0.0	0.0	0.0	0.0	0.0014	0.0	0.244898	0.0	0.244898	False	
ruminococcus callidus	species	increased	0.0	0.0	0.0	0.0	0.000363	0.0	0.244898	0.0	0.244898	True	decreased
kingella	genus	increased	0.0	0.0	0.0	0.0	0.000497	4.2e-05	0.27551	0.008	0.26751	False	
pantoea	genus	increased	0.0	0.0	0.0	0.0	0.000398	0.0	0.244898	0.0	0.244898	False	
cetobacterium somerae	species	increased	0.0	0.0	0.0	0.0	0.012147	0.000173	0.285714	0.012	0.27298	False	
bifidobacterium bifidum	species	increased	0.0	0.0	0.0	0.0	0.00658	9.9e-05	0.295918	0.016	0.280735	False	
howardella	genus	decreased	0.0	0.0	0.0	0.0	0.0	0.018318	0.0	0.464	-0.464	False	
acidaminococcus	genus	increased	0.0	0.0	0.001082	0.0	0.011776	0.024179	0.693878	0.156	0.449714	False	
aquincola tertiaricarbonis	species	increased	0.0	0.0	0.0	0.0	0.00022	0.0	0.234694	0.0	0.234694	False	
bacillus cereus	species	increased	0.0	0.0	0.0	0.0	0.000528	0.0	0.234694	0.0	0.234694	False	
clostridium cocleatum	species	increased	0.0	0.0	0.0	0.0	0.007419	0.0	0.234694	0.0	0.234694	False	
atopobium	genus	increased	0.0	0.0	0.000581	0.0	0.005202	0.001005	0.55102	0.112	0.406204	False	
proteus	genus	increased	0.0	0.0	0.0	0.0	0.003197	0.000104	0.265306	0.008	0.257388	False	
aquincola	genus	increased	0.0	0.0	0.0	0.0	0.00022	0.0	0.234694	0.0	0.234694	False	
dickeya	genus	increased	0.0	0.0	0.0	0.0	0.000347	0.0	0.234694	0.0	0.234694	False	
comamonas	genus	increased	0.0	0.0	0.0	0.0	0.000565	0.0	0.244898	0.004	0.241878	False	
phocea	genus	decreased	0.0	0.0	0.0	0.0	0.0	0.006159	0.0	0.444	-0.444	False	
methylobacillus	genus	increased	0.0	0.0	0.0	0.0	0.00031	2.8e-05	0.244898	0.004	0.239918	False	
alicyclobacillus pomorum	species	increased	0.0	0.0	0.0	0.0	0.000831	0.0	0.22449	0.0	0.22449	False	
bifidobacterium pseudolongum	species	increased	0.0	0.0	0.0	0.0	0.000372	0.0	0.22449	0.0	0.22449	False	
cronobacter turicensis	species	increased	0.0	0.0	0.0	0.0	0.000414	0.0	0.22449	0.0	0.22449	False	
enterobacter hormaechei	species	increased	0.0	0.0	0.0	0.0	0.000323	0.0	0.22449	0.0	0.22449	False	
wchb1-84	genus	increased	0.0	0.0	0.0	0.0	0.000694	0.0	0.22449	0.0	0.22449	False	
oxalobacter formigenes	species	increased	0.0	0.0	0.0	0.0	0.001119	1e-06	0.234694	0.004	0.231551	False	
filifactor	genus	increased	0.0	0.0	0.0	0.0	0.000288	6.1e-05	0.255102	0.008	0.245061	False	
fastidiosipila	genus	decreased	0.0	0.0	0.0	0.0	0.0	0.007734	0.0	0.432	-0.432	False	
syntrophorhabdus	genus	decreased	0.0	0.0	0.0	0.0	0.0	0.013967	0.0	0.432	-0.432	False	
peptoniphilus	genus	increased	0.0	0.0	0.0	0.0	0.000559	0.00054	0.336735	0.032	0.294531	False	
mobiluncus	genus	increased	0.0	0.0	0.0	0.0	0.000346	2.6e-05	0.234694	0.004	0.229837	False	
desulfovibrio d168	species	increased	0.0	0.0	0.0	0.0	0.018477	0.0	0.214286	0.0	0.214286	False	
haemophilus parasuis	species	increased	0.0	0.0	0.0	0.0	0.000601	0.0	0.214286	0.0	0.214286	False	
janthinobacterium lividum	species	increased	0.0	0.0	0.0	0.0	0.000187	0.0	0.214286	0.0	0.214286	False	
pantoea agglomerans	species	increased	0.0	0.0	0.0	0.0	0.000318	0.0	0.214286	0.0	0.214286	False	
prevotella pallens	species	increased	0.0	0.0	0.0	0.0	0.000156	0.0	0.214286	0.0	0.214286	False	
clostridiaceae bacterium djf vr09	species	decreased	0.0	0.0	0.0	0.0	0.0	0.005275	0.0	0.412	-0.412	False	
ruminococcus albus	species	increased	0.0	0.0	0.0	0.0	0.000854	0.000201	0.22449	0.004	0.219592	False	
brevibacillus laterosporus	species	increased	0.0	0.0	0.0	0.0	0.000179	0.0	0.204082	0.0	0.204082	False	
clostridium hungatei	species	increased	0.0	0.0	0.0	0.0	0.000316	0.0	0.204082	0.0	0.204082	False	
macrococcus caseolyticus	species	increased	0.0	0.0	0.0	0.0	0.000453	0.0	0.204082	0.0	0.204082	False	
butyrivibrio	genus	increased	0.0	0.0	0.058536	0.007987	0.076768	0.124898	1.0	0.652	0.503673	True	increased
caloramator	genus	increased	0.0	0.0	0.0	0.0	0.000967	0.000687	0.469388	0.084	0.34849	False	
brochothrix	genus	increased	0.0	0.0	0.0	0.0	0.000244	0.0	0.204082	0.0	0.204082	False	
pasteurella	genus	increased	0.0	0.0	0.0	0.0	0.000342	0.0	0.204082	0.0	0.204082	False	
rummeliibacillus	genus	increased	0.0	0.0	0.0	0.0	0.000234	0.0	0.204082	0.0	0.204082	False	
alicyclobacillus	genus	increased	0.0	0.0	0.0	0.0	0.00088	4.8e-05	0.234694	0.008	0.225306	False	
peptoclostridium	genus	decreased	0.0	0.0	0.0	0.0	0.0	0.004464	0.0	0.4	-0.4	False	
blautia	genus	decreased	0.0	0.0	0.704131	1.418474	0.569908	0.905581	1.0	1.0	-0.49951	True	mixed
mogibacterium	genus	decreased	0.0	0.0	0.0	0.006024	0.000657	0.009883	0.357143	0.612	-0.465673	False	
odoribacter	genus	decreased	0.0	0.0	0.026477	0.127055	0.065258	0.208687	0.938776	0.936	-0.488898	False	
lactobacillus	genus	decreased	0.0	0.0	0.002906	0.024235	0.024854	0.037555	0.867347	0.844	-0.484776	True	decreased
prolixibacter	genus	decreased	0.0	0.0	0.0	0.0	0.0	0.009564	0.0	0.38	-0.38	False	
macrococcus	genus	increased	0.0	0.0	0.0	0.0	0.000453	2.2e-05	0.204082	0.004	0.199347	False	
flavobacterium	genus	increased	0.0	0.0	0.0	0.0	0.000275	0.000109	0.234694	0.012	0.219878	False	
terrisporobacter	genus	decreased	0.0	0.0	0.0	0.0	0.0	0.009064	0.0	0.376	-0.376	True	decreased
sedimentibacter	genus	decreased	0.0	0.0	0.0	0.004854	0.000358	0.010152	0.234694	0.552	-0.440082	False	
intestinibacter	genus	decreased	0.0	0.0	0.0	0.0	0.0	0.008279	0.0	0.372	-0.372	True	decreased
moryella	genus	decreased	0.0	0.0	0.006377	0.029992	0.01378	0.032964	0.969388	0.86	-0.474082	False	
faecalibacterium	genus	decreased	0.0	0.0	2.793814	6.104647	1.274944	1.93397	1.0	1.0	-0.473633	True	decreased
alistipes	species	decreased	0.0	0.0	0.0	0.0	0.0	0.00746	0.0	0.364	-0.364	False	
fusicatenibacter saccharivorans	species	decreased	0.0	0.0	0.0	0.0	0.0	0.00434	0.0	0.364	-0.364	True	decreased
akkermansia muciniphila	species	decreased	0.0	0.0	0.0	0.023636	0.024624	0.093032	0.244898	0.636	-0.444245	True	increased
dorea longicatena	species	decreased	0.0	0.0	0.0	0.0	0.0	0.004709	0.0	0.36	-0.36	False	
clostridium neonatale	species	increased	0.0	0.0	0.0	0.0	0.004282	1.8e-05	0.204082	0.008	0.196408	False	
gracilibacter	genus	increased	0.0	0.0	0.000733	0.0	0.003339	0.002356	0.561224	0.156	0.365673	False	
coprobacter	genus	decreased	0.0	0.0	0.0	0.0	0.0	0.031475	0.0	0.36	-0.36	False	
bacteroides nordii	species	increased	0.0	0.0	0.0	0.0	0.0009	0.000432	0.306122	0.04	0.256408	False	
sporotomaculum	genus	increased	0.0	0.0	0.0	0.0	0.000361	3.7e-05	0.204082	0.008	0.196163	False	
facklamia	genus	increased	0.0	0.0	0.0	0.0	0.000218	1.8e-05	0.204082	0.008	0.196082	False	
clostridium leptum	species	decreased	0.0	0.0	0.0	0.0	0.0	0.005974	0.0	0.352	-0.352	False	
pseudoflavonifractor	genus	decreased	0.0	0.0	0.0	0.0	0.0	0.003392	0.0	0.352	-0.352	False	
eubacterium siraeum	species	decreased	0.0	0.0	0.0	0.0	0.0	0.009294	0.0	0.348	-0.348	False	
prevotella	species	decreased	0.0	0.0	0.0	0.0	0.0	0.003725	0.0	0.344	-0.344	True	increased
methanobrevibacter	genus	decreased	0.0	0.0	0.0	0.0	0.001806	0.133469	0.112245	0.46	-0.39	True	decreased
anaerovorax	genus	decreased	0.0	0.0	0.0	0.005063	0.000388	0.008196	0.295918	0.552	-0.417224	False	
parvimonas	genus	decreased	0.0	0.0	0.0	0.0	0.000806	0.001406	0.44898	0.1	0.312163	False	
dialister	genus	increased	0.0	0.0	0.216643	0.024007	0.357603	0.215077	0.989796	0.844	0.447429	False	
streptococcus	genus	decreased	0.0	0.0	0.021887	0.079437	0.053087	0.153868	1.0	0.948	-0.445959	False	
libanicoccus	genus	decreased	0.0	0.0	0.0	0.0	0.0	0.007563	0.0	0.312	-0.312	False	
roseburia	species	decreased	0.0	0.0	0.0	0.0	0.0	0.003251	0.0	0.308	-0.308	True	decreased
leptotrichia	genus	increased	0.0	0.0	0.0	0.0	0.003412	0.000992	0.255102	0.036	0.215306	False	
dielma	genus	decreased	0.0	0.0	0.0	0.0	0.0	0.002805	0.0	0.3	-0.3	False	
pseudobutyrivibrio	species	decreased	0.0	0.0	0.0	0.0	0.0	0.002764	0.0	0.296	-0.296	True	decreased
alkaliphilus	genus	increased	0.0	0.0	0.0	0.0	0.000955	0.000843	0.418367	0.1	0.283306	False	
weissella	genus	increased	0.0	0.0	0.0	0.0	0.001898	0.001426	0.255102	0.036	0.212857	True	decreased
brachymonas	genus	decreased	0.0	0.0	0.0	0.0	0.0	0.010747	0.0	0.292	-0.292	False	
tannerella	genus	increased	0.0	0.0	0.016177	0.006999	0.035264	0.014242	0.969388	0.592	0.402857	False	
armantifilum	genus	decreased	0.0	0.0	0.0	0.0	0.0	0.002658	0.0	0.288	-0.288	False	
alistipes finegoldii	species	decreased	0.0	0.0	0.0	0.0	0.0	0.003123	0.0	0.284	-0.284	False	
competibacter	genus	decreased	0.0	0.0	0.0	0.0	0.0	0.00349	0.0	0.28	-0.28	False	
trichococcus	genus	increased	0.0	0.0	0.0	0.0	0.000232	0.000138	0.214286	0.024	0.185306	False	
methanosphaera	genus	decreased	0.0	0.0	0.0	0.0	4e-06	0.035146	0.010204	0.292	-0.284776	False	
vestibaculum	genus	decreased	0.0	0.0	0.0	0.0	5e-06	0.003186	0.010204	0.292	-0.284776	False	
bilophila	genus	increased	0.0	0.0	0.051325	0.010737	0.116218	0.026511	0.857143	0.62	0.390122	False	
megasphaera	genus	increased	0.0	0.0	0.010263	0.005517	0.080157	0.016468	0.94898	0.564	0.387388	False	
ruminococcaceae bacterium	species	decreased	0.0	0.0	0.0	0.0	0.0	0.006179	0.0	0.268	-0.268	False	
pseudobutyrivibrio	genus	decreased	0.0	0.0	0.000853	0.008497	0.001771	0.013839	0.642857	0.64	-0.379837	True	decreased
ruminococcus bromii	species	increased	0.0	0.0	0.000192	0.0	0.027544	0.002922	0.5	0.208	0.308816	False	
propionibacterium	genus	decreased	0.0	0.0	0.0	0.0	0.00063	0.00296	0.306122	0.064	0.225633	False	
veillonella	genus	increased	0.0	0.0	0.05432	0.022559	0.089864	0.052952	1.0	0.8	0.381551	False	
anaerotruncus	genus	decreased	0.0	0.0	0.0	0.005484	0.001122	0.010673	0.418367	0.564	-0.35751	True	decreased
butyricimonas	genus	increased	0.0	0.0	0.149469	0.05722	0.187629	0.090936	0.979592	0.72	0.374531	False	
acetanaerobacterium	genus	decreased	0.0	0.0	0.0	0.0	0.0	0.002927	0.0	0.252	-0.252	False	
solibacillus	genus	decreased	0.0	0.0	0.0	0.0	3.2e-05	0.005487	0.05102	0.316	-0.28102	False	
bacteroides	genus	increased	0.0	0.0	16.086867	9.103893	2.887601	2.31066	1.0	0.992	0.372816	True	decreased
gemmatirosa	genus	decreased	0.0	0.0	0.0	0.0	0.0	0.005389	0.0	0.248	-0.248	False	
papillibacter cinnamivorans	species	decreased	0.0	0.0	0.0	0.0	0.000205	0.000278	0.22449	0.036	0.182204	False	
polynucleobacter	genus	decreased	0.0	0.0	0.0	0.0	0.000231	0.000264	0.22449	0.036	0.180898	False	
peptostreptococcus	genus	increased	0.0	0.0	0.000525	0.0	0.00174	0.001937	0.540816	0.184	0.289633	False	
blautia massiliensis	species	decreased	0.0	0.0	0.0	0.0	0.0	0.002353	0.0	0.236	-0.236	False	
porphyromonas	genus	increased	0.0	0.0	0.010208	0.005517	0.01453	0.009252	1.0	0.592	0.354367	False	
pseudomonas	genus	increased	0.0	0.0	0.00155	0.0	0.007544	0.004121	0.72449	0.304	0.322449	False	
acetivibrio	genus	decreased	0.0	0.0	0.0	0.0	0.0	0.002416	0.0	0.232	-0.232	False	
acholeplasma	genus	increased	0.0	0.0	0.0	0.0	0.003522	0.00022	0.204082	0.032	0.168327	False	
allobaculum	genus	increased	1e-06	1e-06	0.0	0.0	0.001952	0.000534	0.295918	0.076	0.20698	False	
roseburia inulinivorans	species	decreased	1e-06	1e-06	0.0	0.0	0.0	0.002103	0.0	0.216	-0.216	False	
leuconostoc	genus	decreased	1e-06	1e-06	0.0	0.0	0.000767	0.000882	0.255102	0.056	0.187347	False	
acetatifactor	genus	decreased	1e-06	1e-06	0.0	0.0	0.0	0.001614	0.0	0.212	-0.212	False	
oscillibacter	species	decreased	1e-06	1e-06	0.0	0.0	0.0	0.001507	0.0	0.208	-0.208	True	decreased
collinsella aerofaciens	species	increased	1e-06	1e-06	0.033642	0.00915	0.085361	0.027378	0.806122	0.596	0.325673	True	decreased
rothia	genus	decreased	1e-06	1e-06	0.0	0.0	0.002095	0.002139	0.44898	0.152	0.248816	False	
parabacteroides	genus	increased	2e-06	2e-06	1.115195	0.752763	0.848527	0.587454	1.0	0.984	0.327837	True	mixed
acidaminobacter	genus	decreased	3e-06	3e-06	0.0	0.0	4.7e-05	0.003064	0.030612	0.24	-0.21649	False	
gemella	genus	increased	3e-06	4e-06	0.000499	0.0	0.001669	0.002174	0.561224	0.208	0.261469	False	
turicibacter	genus	decreased	5e-06	6e-06	0.004295	0.022667	0.051044	0.058678	0.755102	0.824	-0.31249	False	
sarcina	genus	decreased	5e-06	6e-06	0.0	0.0	0.002369	0.002375	0.489796	0.184	0.245061	False	
dietzia	genus	decreased	1.2e-05	1.3e-05	0.0	0.0	1.4e-05	0.002306	0.030612	0.22	-0.196122	False	
burkholderia	genus	increased	1.6e-05	1.8e-05	0.000357	0.0	0.001319	0.009868	0.530612	0.196	0.238531	False	
pyramidobacter	genus	increased	1.6e-05	1.9e-05	0.0	0.0	0.001696	0.000533	0.265306	0.08	0.174776	False	
peptococcus	genus	decreased	1.8e-05	2e-05	0.000908	0.006497	0.001315	0.03331	0.622449	0.564	-0.284286	False	
fusobacterium	genus	increased	2.4e-05	2.7e-05	0.002395	0.0	0.246129	0.021683	0.622449	0.384	0.265796	False	
lactococcus	genus	increased	2.5e-05	2.8e-05	0.000557	0.0	0.00172	0.003271	0.581633	0.232	0.243102	False	
holdemania	genus	decreased	2.6e-05	2.9e-05	0.001735	0.009142	0.005339	0.018467	0.663265	0.656	-0.283837	True	decreased
sporobacter	genus	decreased	4.6e-05	5.1e-05	0.0	0.0	3.7e-05	0.002038	0.030612	0.2	-0.17551	False	
campylobacter	genus	increased	5.4e-05	5.9e-05	0.0	0.0	0.002241	0.001016	0.285714	0.1	0.174041	False	
rikenella	genus	increased	0.000175	0.000193	0.000401	0.0	0.00093	0.002099	0.530612	0.216	0.210694	False	
caldicellulosiruptor	genus	decreased	0.000189	0.000207	0.0	0.0	0.000479	0.001879	0.255102	0.084	0.151469	False	
nocardia	genus	decreased	0.000473	0.000516	0.0	0.0	3.6e-05	0.001736	0.061224	0.204	-0.155265	False	
syntrophomonas	genus	increased	0.002034	0.002212	0.000426	0.0	0.001988	0.003184	0.520408	0.248	0.176898	False	
victivallis	genus	decreased	0.002434	0.002636	0.0	0.0	0.003535	0.02382	0.183673	0.304	-0.163347	False	
christensenella	genus	decreased	0.002539	0.002739	0.0	0.0	0.000234	0.000774	0.204082	0.076	0.113959	False	
oxalobacter	genus	increased	0.00293	0.003148	0.0	0.0	0.001385	0.001232	0.265306	0.116	0.130204	False	
anaerofustis	genus	decreased	0.003637	0.003893	0.0	0.0	8.3e-05	0.002362	0.102041	0.216	-0.135429	False	
robinsoniella	genus	decreased	0.006118	0.006522	0.0	0.0	0.000436	0.003719	0.173469	0.28	-0.143673	False	
phascolarctobacterium	genus	increased	0.007885	0.008374	0.277892	0.212743	0.375662	0.243898	0.979592	0.92	0.183102	False	
bifidobacterium	genus	decreased	0.008411	0.008898	0.026946	0.108246	0.149821	0.319461	0.77551	0.744	-0.180245	False	
desulfosporosinus	genus	decreased	0.017243	0.018171	0.0	0.0	0.000498	0.00259	0.387755	0.196	0.124816	False	
haemophilus	genus	increased	0.025251	0.026509	0.017276	0.013321	0.0916	0.03464	0.928571	0.72	0.153388	False	
succiniclasticum	genus	decreased	0.033281	0.034805	0.009535	0.020621	0.018649	0.034586	0.908163	0.712	-0.145796	False	
